ID;USERNAME_;PASSWORD_;NAMESURNAME;EMAIL;GENDER;BIRTHDATE;CREATEDDATE;TELNR2;AGE
8337;T_ERENAY;haziq_94;Tuğba ERENAY;T_ERENAY@sqlegitimbtk.com;K;5.02.1956;10.07.2017 01:51;(542)3122349;69
8338;F_ACIOZ;3234005;Faruk ACIÖZ;F_ACIOZ@sqlegitimbtk.com;E;3.04.1950;11.07.2017 01:51;(532)1061616;75
8339;B_OGVT;treatwea;Beyza ÖĞÜT;B_OGVT@sqlegitimbtk.com;K;19.07.1977;12.07.2017 01:51;(543)8324912;48
8340;G_ADAKOGLU;ambretta972;Gizem ADAKOĞLU;G_ADAKOGLU@sqlegitimbtk.com;K;16.10.1990;13.07.2017 01:51;(542)8355027;35
8341;B_KARABAY;jhamier971;Burak KARABAY;B_KARABAY@sqlegitimbtk.com;E;6.12.1940;14.07.2017 01:51;(542)6255484;85
8342;B_TEKGVNDVZ;2916503;Berivan TEKGÜNDÜZ;B_TEKGVNDVZ@sqlegitimbtk.com;K;26.04.1981;15.07.2017 01:51;(542)8731068;44
8343;E_KUMSARI;xxchearxupxemoxkidxx;Erkan KUMSARI;E_KUMSARI@sqlegitimbtk.com;E;15.04.1996;16.07.2017 01:51;(536)4164658;29
8344;A_AYDAS;brian saltz;Asya AYDAŞ;A_AYDAS@sqlegitimbtk.com;K;13.01.1940;18.07.2017 01:51;(543)3128878;85
8345;A_KIREMITLI;youpixx67;Aydın KİREMİTLİ;A_KIREMITLI@sqlegitimbtk.com;E;1.02.1971;18.07.2017 01:51;(532)9533457;54
8346;I_TOMBAKOGLU;adipolyses69;Irmak TOMBAKOĞLU;I_TOMBAKOGLU@sqlegitimbtk.com;K;29.05.1982;19.07.2017 01:51;(534)9699837;43
8347;R_ADANMIS;vanteremmo2;Rojin ADANMIŞ;R_ADANMIS@sqlegitimbtk.com;K;7.11.1950;20.07.2017 01:51;(535)3414171;75
8348;O_SIDAN;qn201;Öykü SIDAN;O_SIDAN@sqlegitimbtk.com;K;8.11.1951;21.07.2017 01:51;(542)6752764;74
8349;S_MUHCEN;victorisvictor;Samet MUHÇEN;S_MUHCEN@sqlegitimbtk.com;E;18.09.1959;22.07.2017 01:51;(553)9403118;66
8350;A_SENSAN;j0070;Ayten ŞENSAN;A_SENSAN@sqlegitimbtk.com;K;4.08.1973;23.07.2017 01:51;(536)6417778;52
8351;I_ATAGAN;beachbabetaylor6;İlknur ATAGAN;I_ATAGAN@sqlegitimbtk.com;K;22.03.1988;24.07.2017 01:51;(544)6404985;37
8352;A_SELSIL;5629193;Ali SELSİL;A_SELSIL@sqlegitimbtk.com;E;24.02.1999;25.07.2017 01:51;(538)9054390;26
8353;N_TURGUTLU;jason_hollistermodel;Neşe TURGUTLU;N_TURGUTLU@sqlegitimbtk.com;K;5.01.1956;27.07.2017 01:51;(505)3354755;69
8354;G_KILICCEKER;juany11;Gülsüm KILIÇÇEKER;G_KILICCEKER@sqlegitimbtk.com;K;20.09.1997;28.07.2017 01:51;(554)5255372;28
8355;K_BAYSEL;helon177;Kübra BAYSEL;K_BAYSEL@sqlegitimbtk.com;K;7.05.1953;29.07.2017 01:51;(544)5293752;72
8356;S_ISLAMOGLU;jerrymickeyd;Sinem İSLAMOĞLU;S_ISLAMOGLU@sqlegitimbtk.com;K;6.12.1952;30.07.2017 01:51;(535)5379520;73
8357;R_BASMA;daylenadrian;Raziye BASMA;R_BASMA@sqlegitimbtk.com;K;5.08.1981;31.07.2017 01:51;(542)3387918;44
8358;M_DURAK;casey9;Meryem DURAK;M_DURAK@sqlegitimbtk.com;K;12.12.1998;1.08.2017 01:51;(533)1103162;27
8359;N_PARLATIR;lexandraamist;Necla PARLATIR;N_PARLATIR@sqlegitimbtk.com;K;16.08.1978;2.08.2017 01:51;(536)1313781;47
8360;N_ALPAGUT;j67xaj;Nihat ALPAGUT;N_ALPAGUT@sqlegitimbtk.com;E;28.11.1971;3.08.2017 01:51;(544)7055048;54
8361;B_HILESIZ;drew168504;Bahar HİLESİZ;B_HILESIZ@sqlegitimbtk.com;K;24.04.1941;5.08.2017 01:51;(505)4293670;84
8362;P_ILIS;farangiston;Pınar İLİŞ;P_ILIS@sqlegitimbtk.com;K;30.11.1951;6.08.2017 01:51;(534)7851382;74
8363;C_GVRTVRK;9159ba;Cemal GÜRTÜRK;C_GVRTVRK@sqlegitimbtk.com;E;4.02.1962;7.08.2017 01:51;(533)8703292;63
8364;D_DELIGOZ;cordarylmindsmasher;Dilek DELİGÖZ;D_DELIGOZ@sqlegitimbtk.com;K;5.08.1956;8.08.2017 01:51;(534)7372357;69
8365;G_CAGLIOGLU;8625612;Gülşah ÇAĞLIOĞLU;G_CAGLIOGLU@sqlegitimbtk.com;K;21.12.1962;9.08.2017 01:51;(555)7882319;63
8366;B_EFRAIM;rio_is_gawd;Burcu EFRAİM;B_EFRAIM@sqlegitimbtk.com;K;7.04.1975;10.08.2017 01:51;(543)9943411;50
8367;M_SULBI;juju_reppin_da_bx;Melisa SULBİ;M_SULBI@sqlegitimbtk.com;K;1.07.1973;11.08.2017 01:51;(554)3492226;52
8368;K_USLUER;sqgwqc;Kardelen USLUER;K_USLUER@sqlegitimbtk.com;K;1.04.1978;12.08.2017 01:51;(543)8445940;47
8369;N_COCKUN;jurocojuggthomas;Nesrin COÇKUN;N_COCKUN@sqlegitimbtk.com;K;23.06.1941;13.08.2017 01:51;(532)1309592;84
8370;R_OZOCAK;caiots_cgo10;Remziye ÖZOCAK;R_OZOCAK@sqlegitimbtk.com;K;15.01.1941;14.08.2017 01:51;(536)2038235;84
8371;G_AYDINALP;6087131a;Gülten AYDINALP;G_AYDINALP@sqlegitimbtk.com;K;12.12.1977;15.08.2017 01:51;(554)5308168;48
8372;E_HALAVUT;manuel.c_971;Edanur HALAVUT;E_HALAVUT@sqlegitimbtk.com;K;13.05.1974;16.08.2017 01:51;(536)5131155;51
8373;V_ADLIM;36053210;Vedat ADLIM;V_ADLIM@sqlegitimbtk.com;E;10.02.1975;17.08.2017 01:51;(538)5784851;50
8374;S_CACINA;smokinbeaver;Sami CACINA;S_CACINA@sqlegitimbtk.com;E;8.11.1946;18.08.2017 01:51;(536)5836019;79
8375;P_YERCE;asfaulttt;Polat YERCE;P_YERCE@sqlegitimbtk.com;E;21.02.1986;19.08.2017 01:51;(505)6575223;39
8376;F_HASKAVUK;"zneu&iacute;t";Fahri HASKAVUK;F_HASKAVUK@sqlegitimbtk.com;E;28.09.1968;20.08.2017 01:51;(537)7546326;57
8377;S_DONAT;uofa8605;Sami DONAT;S_DONAT@sqlegitimbtk.com;E;4.07.1969;21.08.2017 01:51;(534)4346423;56
8378;K_STAR;p@5tr1e5;Kaan STAR;K_STAR@sqlegitimbtk.com;E;24.04.1972;22.08.2017 01:51;(538)2317987;53
8379;S_BUZLUK;curious_guy;Sabriye BUZLUK;S_BUZLUK@sqlegitimbtk.com;K;8.05.1974;23.08.2017 01:51;(541)6764090;51
8380;E_KURBET;acemaxl;Erhan KURBET;E_KURBET@sqlegitimbtk.com;E;8.08.1960;24.08.2017 01:51;(554)1757766;65
8381;E_BVYVKADA;jonathan_25yuyo;Esila BÜYÜKADA;E_BVYVKADA@sqlegitimbtk.com;K;27.10.1957;25.08.2017 01:51;(541)4133269;68
8382;M_EMIN;speleologije;Muhammet Emin ŞANDIROĞLU;M_EMIN@sqlegitimbtk.com;E;13.06.1947;26.08.2017 01:52;(555)7408221;78
8383;S_YERGVN;major.mayhem;Semra YERGÜN;S_YERGVN@sqlegitimbtk.com;K;10.06.1966;27.08.2017 01:52;(534)7233469;59
8384;K_DVGER;gracieltaneo;Keziban DÜĞER;K_DVGER@sqlegitimbtk.com;K;12.06.1977;28.08.2017 01:52;(555)7478171;48
8385;K_KIRABAL;689ebf;Kerem KIRABAL;K_KIRABAL@sqlegitimbtk.com;E;21.04.1999;29.08.2017 01:52;(543)2783850;26
8386;A_RIDDER;lbinfra;Alper RİDDER;A_RIDDER@sqlegitimbtk.com;E;15.11.1943;30.08.2017 01:52;(553)8814276;82
8387;S_KUBLAY;stevo0688;Sebahat KUBLAY;S_KUBLAY@sqlegitimbtk.com;K;19.03.1992;31.08.2017 01:52;(543)8748464;33
8388;E_HASEKIZ;jeremyerie;Emrah HASEKİZ;E_HASEKIZ@sqlegitimbtk.com;E;4.01.1967;1.09.2017 01:52;(535)8032696;58
8389;C_CEPNI;"d&eacute;gradais16";Celal CEPNİ;C_CEPNI@sqlegitimbtk.com;E;13.09.1991;2.09.2017 01:52;(544)5699358;34
8390;S_SANLI;385361577;Safiye SANLI;S_SANLI@sqlegitimbtk.com;K;15.07.1960;3.09.2017 01:52;(532)6135764;65
8391;E_KVZECI;29e98e;Ezgi KÜZECİ;E_KVZECI@sqlegitimbtk.com;K;12.07.1965;4.09.2017 01:52;(534)1396932;60
8392;E_DONBAYCI;etangalain2004;Ersin DONBAYCI;E_DONBAYCI@sqlegitimbtk.com;E;22.04.1969;5.09.2017 01:52;(532)8965313;56
8393;I_ISGOR;nonrela+1on;İbrahim İŞGÖR;I_ISGOR@sqlegitimbtk.com;E;17.12.1946;6.09.2017 01:52;(537)3143569;79
8394;A_AKOGLU;crazydaisy08;Ayşenur AKOĞLU;A_AKOGLU@sqlegitimbtk.com;K;29.09.1997;7.09.2017 01:52;(543)1527495;28
8395;G_TATLICI;funnyfunnykid4ever;Gönül TATLICI;G_TATLICI@sqlegitimbtk.com;K;24.05.1972;8.09.2017 01:52;(538)9102080;53
8396;H_DEDEOGLU;levigea;Hava DEDEOGLU;H_DEDEOGLU@sqlegitimbtk.com;K;26.04.1966;9.09.2017 01:52;(543)2548725;59
8397;G_CANGVL;suratele;Gönül CANGÜL;G_CANGVL@sqlegitimbtk.com;K;20.12.1994;10.09.2017 01:52;(555)2485763;31
8398;M_DASLI;iphigen;Muhammed DAŞLI;M_DASLI@sqlegitimbtk.com;E;30.07.1946;11.09.2017 01:52;(505)8003463;79
8399;A_VZMEN;0220gwbf;Ada ÜZMEN;A_VZMEN@sqlegitimbtk.com;K;23.08.1996;12.09.2017 01:52;(533)6274596;29
8400;O_AKANSEL;n0nc0ncu12123nc3;Öznur AKANSEL;O_AKANSEL@sqlegitimbtk.com;K;21.04.1975;13.09.2017 01:52;(533)4352265;50
8401;C_KAZDAL;weluvpleadthefist;Cihan KAZDAL;C_KAZDAL@sqlegitimbtk.com;E;29.04.1989;14.09.2017 01:52;(538)9141636;36
8402;F_CELIKOGLU;10lateskk;Fevzi ÇELİKOĞLU;F_CELIKOGLU@sqlegitimbtk.com;E;1.07.1964;15.09.2017 01:52;(532)8578665;61
8403;N_SANCAKTAS;2weels;Nimet SANCAKTAŞ;N_SANCAKTAS@sqlegitimbtk.com;K;1.10.1957;15.09.2017 01:52;(555)4041661;68
8404;G_BASKENTLI;ayaanhussain;Gökçe BAŞKENTLİ;G_BASKENTLI@sqlegitimbtk.com;K;10.02.1963;16.09.2017 01:52;(532)9371813;62
8405;E_CELIKKAYA;moscatosalvatore;Ebrar ÇELİKKAYA;E_CELIKKAYA@sqlegitimbtk.com;K;14.07.1953;17.09.2017 01:52;(555)8902018;72
8406;M_ENES;hcojock;Muhammed Enes DARKA;M_ENES@sqlegitimbtk.com;E;22.09.1976;18.09.2017 01:52;(554)2457785;49
8407;M_DAYANIKLIOGLU;membershipcentre-worldwide;Meral DAYANIKLIOĞLU;M_DAYANIKLIOGLU@sqlegitimbtk.com;K;29.03.1941;19.09.2017 01:52;(532)6743573;84
8408;R_IYIAKSU;somu123456;Rahime İYİAKSU;R_IYIAKSU@sqlegitimbtk.com;K;27.08.1954;20.09.2017 01:52;(554)4163632;71
8409;N_TEMIR;fklmqp_71;Naciye TEMİR;N_TEMIR@sqlegitimbtk.com;K;15.02.1964;21.09.2017 01:52;(554)9533522;61
8410;B_CANAT;couleur656;Bülent CANAT;B_CANAT@sqlegitimbtk.com;E;4.04.1954;22.09.2017 01:52;(543)6883895;71
8411;M_KACDAR;"d&eacute;fringuerions2";Makbule KAÇDAR;M_KACDAR@sqlegitimbtk.com;K;30.09.1991;23.09.2017 01:52;(542)8539113;34
8412;S_GVNONV;deliravano1;Saniye GÜNÖNÜ;S_GVNONV@sqlegitimbtk.com;K;24.02.1984;24.09.2017 01:52;(543)8727414;41
8413;N_ALBAR;lyon595;Nazmiye ALBAR;N_ALBAR@sqlegitimbtk.com;K;21.09.1954;25.09.2017 01:52;(555)2172898;71
8414;T_KARAGUNDUZ;authentifieriez18;Tülin KARAGUNDUZ;T_KARAGUNDUZ@sqlegitimbtk.com;K;18.09.1971;26.09.2017 01:52;(541)2762087;54
8415;E_EREL;merlin82771;Erhan EREL;E_EREL@sqlegitimbtk.com;E;10.12.1996;27.09.2017 01:52;(555)1578725;29
8416;D_KIBICI;ocxdh;Duygu KİBİCİ;D_KIBICI@sqlegitimbtk.com;K;28.02.1984;28.09.2017 01:52;(544)9346383;41
8417;P_SUBASI;alvintomas;Polat SUBAŞI;P_SUBASI@sqlegitimbtk.com;E;18.02.1998;29.09.2017 01:52;(554)5917096;27
8418;N_FETTAHLIOGLU;hurgobin;Nazife FETTAHLIOĞLU;N_FETTAHLIOGLU@sqlegitimbtk.com;K;3.09.1996;30.09.2017 01:52;(537)8659369;29
8419;M_ILATA;angiecard;Masal İLATA;M_ILATA@sqlegitimbtk.com;K;29.03.1992;1.10.2017 01:52;(542)5653735;33
8420;A_DASDEMIR;annadevine80;Asya DAŞDEMİR;A_DASDEMIR@sqlegitimbtk.com;K;6.03.1949;2.10.2017 01:52;(553)2731326;76
8421;T_SATANA;necro78520;Tuana SATANA;T_SATANA@sqlegitimbtk.com;K;19.09.1952;3.10.2017 01:52;(538)5134466;73
8422;A_ASLANDOGMUS;bisdomvandaal;Abdulkadir ASLANDOGMUŞ;A_ASLANDOGMUS@sqlegitimbtk.com;E;20.10.1975;4.10.2017 01:52;(555)8989723;50
8423;G_KAPANCIOGLU;titsmcgeex2;Gülşen KAPANCIOĞLU;G_KAPANCIOGLU@sqlegitimbtk.com;K;11.07.1971;5.10.2017 01:52;(536)6823692;54
8424;G_AKLI;eroeoqe;Gülhan AKLI;G_AKLI@sqlegitimbtk.com;K;16.09.1995;6.10.2017 01:52;(541)9449612;30
8425;B_DARBAS;rome1882;Batuhan DARBAŞ;B_DARBAS@sqlegitimbtk.com;E;13.10.1942;7.10.2017 01:52;(532)7493627;83
8426;A_SATIOGLU;0uliv3ccrl1;Aslıhan SATIOĞLU;A_SATIOGLU@sqlegitimbtk.com;K;11.02.1953;8.10.2017 01:52;(544)9332957;72
8427;A_EFE;retdfc7;Ahmet Efe TÜRKEN;A_EFE@sqlegitimbtk.com;E;13.12.1950;9.10.2017 01:52;(541)3278498;75
8428;M_CETINTAS;insaf2753943;Miray ÇETİNTAŞ;M_CETINTAS@sqlegitimbtk.com;K;6.10.1969;10.10.2017 01:52;(536)6388223;56
8429;S_BOZBIYIK;d!5t@nce5;Selim BOZBIYIK;S_BOZBIYIK@sqlegitimbtk.com;E;20.09.1961;11.10.2017 01:52;(544)6212764;64
8430;B_OZPOLAT;gkicker;Baran ÖZPOLAT;B_OZPOLAT@sqlegitimbtk.com;E;19.11.1957;12.10.2017 01:52;(537)9315612;68
8431;H_TANCU;tracy313;Hümeyra TANCU;H_TANCU@sqlegitimbtk.com;K;14.10.1974;13.10.2017 01:52;(542)5572962;51
8432;D_IPEK;wanyong520;Duran IPEK;D_IPEK@sqlegitimbtk.com;E;30.06.1980;14.10.2017 01:52;(538)2389338;45
8433;A_IZBULEK;d67d52;Aleyna İZBULEK;A_IZBULEK@sqlegitimbtk.com;K;23.08.1952;14.10.2017 01:52;(541)8805980;73
8434;A_HAYKOP;nanao's;Aynur HAYKOP;A_HAYKOP@sqlegitimbtk.com;K;8.12.1948;15.10.2017 01:52;(542)4009821;77
8435;T_ISLAM;thelosersstreet;Toprak İSLAM;T_ISLAM@sqlegitimbtk.com;E;22.07.1941;16.10.2017 01:52;(553)2324424;84
8436;E_OZBAYKUS;hubby0301;Elmas ÖZBAYKUŞ;E_OZBAYKUS@sqlegitimbtk.com;K;8.01.1991;17.10.2017 01:52;(533)6381428;34
8437;B_GVGERCIN;levenwekkend2;Beyza GÜGERCİN;B_GVGERCIN@sqlegitimbtk.com;K;4.06.1951;19.10.2017 01:52;(535)7325927;74
8438;M_GVMRVKCV;northeast1292 sss;Melek GÜMRÜKÇÜ;M_GVMRVKCV@sqlegitimbtk.com;K;22.04.1986;20.10.2017 01:52;(532)2875349;39
8439;T_EMINGVL;carton298;Taha EMİNGÜL;T_EMINGVL@sqlegitimbtk.com;E;1.05.1942;21.10.2017 01:52;(544)2024636;83
8440;E_BABADAGLI;plasokdac@yahoo.fr;Ela BABADAĞLI;E_BABADAGLI@sqlegitimbtk.com;K;9.12.1984;22.10.2017 01:52;(555)6545370;41
8441;D_DEMIRBVKEN;klassybandana;Deniz DEMİRBÜKEN;D_DEMIRBVKEN@sqlegitimbtk.com;K;25.03.1982;23.10.2017 01:52;(555)2749433;43
8442;A_CAKMAKLI;svged;Ayten ÇAKMAKLI;A_CAKMAKLI@sqlegitimbtk.com;K;25.12.1940;24.10.2017 01:52;(536)1078986;85
8443;D_ROLLAS;rawbone2;Doğukan ROLLAS;D_ROLLAS@sqlegitimbtk.com;E;21.05.1947;25.10.2017 01:52;(535)8962424;78
8444;C_AYKAC;ditascastro;Celal AYKAÇ;C_AYKAC@sqlegitimbtk.com;E;24.10.1941;26.10.2017 01:52;(505)2951046;84
8445;Z_DERILIOGLU;473c97;Zafer DERİLİOĞLU;Z_DERILIOGLU@sqlegitimbtk.com;E;17.04.1959;27.10.2017 01:52;(544)9843681;66
8446;R_YVCESU;misogyny-that;Resul YÜCESU;R_YVCESU@sqlegitimbtk.com;E;2.12.1990;28.10.2017 01:52;(533)1028361;35
8447;A_CIFTLIKLI;kimbo20;Azat ÇIFTLIKLI;A_CIFTLIKLI@sqlegitimbtk.com;E;13.11.1958;29.10.2017 01:52;(542)2381935;67
8448;S_GVMVSDAL;annarogerso;Sena GÜMÜŞDAL;S_GVMVSDAL@sqlegitimbtk.com;K;24.12.1949;30.10.2017 01:52;(541)4173176;76
8449;G_KUBBA;lil_kraze_;Gülşen KUBBA;G_KUBBA@sqlegitimbtk.com;K;2.09.1984;31.10.2017 01:52;(538)9671231;41
8450;R_KVCVKBAYRAK;butcherknievel;Ramazan KÜÇÜKBAYRAK;R_KVCVKBAYRAK@sqlegitimbtk.com;E;4.01.1957;1.11.2017 01:52;(555)6006375;68
8451;F_KUNDURLU;feicc10;Furkan KUNDURLU;F_KUNDURLU@sqlegitimbtk.com;E;23.04.1971;2.11.2017 01:52;(505)8306777;54
8452;E_TOPCUOGLU;pletukhina;Eren TOPCUOĞLU;E_TOPCUOGLU@sqlegitimbtk.com;E;13.01.1971;3.11.2017 01:52;(544)7924382;54
8453;N_KURMA;verneuken8;Narin KURMA;N_KURMA@sqlegitimbtk.com;K;15.10.1969;4.11.2017 01:52;(532)9539748;56
8454;R_GOZMEN;k-nar;Rıza GÖZMEN;R_GOZMEN@sqlegitimbtk.com;E;20.10.1970;5.11.2017 01:52;(555)1351438;55
8455;K_DEVECI;johnpalistino06;Kemal DEVECİ;K_DEVECI@sqlegitimbtk.com;E;26.04.1988;6.11.2017 01:52;(505)4174774;37
8456;S_AKBAS;withyu94;Sümeyye AKBAŞ;S_AKBAS@sqlegitimbtk.com;K;26.02.1953;7.11.2017 01:52;(536)9608554;72
8457;E_ADA;hooms972;Elif ada ÇADIRCIBAŞI;E_ADA@sqlegitimbtk.com;K;19.03.1990;8.11.2017 01:52;(532)2494279;35
8458;N_AKCAN;aa9kehr;Nilüfer AKÇAN;N_AKCAN@sqlegitimbtk.com;K;18.10.1989;9.11.2017 01:52;(536)3935520;36
8459;I_KARAALIOGLU;wodehaoclscls;İsmet KARAALİOGLU;I_KARAALIOGLU@sqlegitimbtk.com;E;25.12.1944;10.11.2017 01:52;(538)1572523;81
8460;A_OZONGEN;gingerelfdragon;Ali ÖZÖNGEN;A_OZONGEN@sqlegitimbtk.com;E;24.03.1972;11.11.2017 01:52;(544)7503166;53
8461;S_BVYVKKAFES;tata_shirley;Selim BÜYÜKKAFES;S_BVYVKKAFES@sqlegitimbtk.com;E;2.04.1995;12.11.2017 01:52;(532)9723513;30
8462;S_GENSI;sun84thers;Serap GENSİ;S_GENSI@sqlegitimbtk.com;K;20.06.1972;12.11.2017 01:52;(532)2234555;53
8463;A_HALICILIK;wweraw11;Arin HALICILIK;A_HALICILIK@sqlegitimbtk.com;K;16.09.1985;13.11.2017 01:52;(538)7969866;40
8464;I_VRGVL;freddie5674;İrfan ÜRGÜL;I_VRGVL@sqlegitimbtk.com;E;16.04.1971;14.11.2017 01:52;(542)2969646;54
8465;A_YENIL;tinker51109;Aysima YENİL;A_YENIL@sqlegitimbtk.com;K;7.10.1984;15.11.2017 01:52;(541)7336490;41
8466;S_CAVDAR;weloveamericanidol;Şükriye ÇAVDAR;S_CAVDAR@sqlegitimbtk.com;K;19.07.1974;16.11.2017 01:52;(534)2308951;51
8467;S_BUGUR;$u88a$altic;Şevval BUGUR;S_BUGUR@sqlegitimbtk.com;K;8.03.1969;17.11.2017 01:52;(541)8367196;56
8468;N_ZIHLI;c5iu4or1;Nazlı ZIHLI;N_ZIHLI@sqlegitimbtk.com;K;21.06.1976;18.11.2017 01:52;(532)1707791;49
8469;F_SENCAN;200tell;Fahrettin ŞENCAN;F_SENCAN@sqlegitimbtk.com;E;17.02.1960;19.11.2017 01:52;(544)6001778;65
8470;S_BURUCU;queen_chrystal_phucker;Sedat BURUCU;S_BURUCU@sqlegitimbtk.com;E;10.05.1950;20.11.2017 01:52;(536)8329856;75
8471;S_SOYLAT;4fc337;Semiha SOYLAT;S_SOYLAT@sqlegitimbtk.com;K;27.02.1996;21.11.2017 01:52;(542)7144268;29
8472;E_BILGEC;\tw;Eylül BİLGEÇ;E_BILGEC@sqlegitimbtk.com;K;16.10.1986;22.11.2017 01:52;(505)7897275;39
8473;A_RAMADANOVSKI;mcelwaine;Atakan RAMADANOVSKİ;A_RAMADANOVSKI@sqlegitimbtk.com;E;17.03.1957;23.11.2017 01:52;(532)9366688;68
8474;S_NAZ;00_x0x_00;Sude naz YAŞARSOY;S_NAZ@sqlegitimbtk.com;K;14.12.1952;24.11.2017 01:52;(543)5804289;73
8475;M_EMIR;slackerlakota;Mehmet Emir BİREKUL;M_EMIR@sqlegitimbtk.com;E;21.12.1949;25.11.2017 01:52;(544)2498898;76
8476;S_DOLAZDARDAN;kingliness?;Şule DOLAZDARDAN;S_DOLAZDARDAN@sqlegitimbtk.com;K;28.07.1972;26.11.2017 01:52;(555)6011780;53
8477;D_ACIKYVREK;winniethepooh_07;Deniz AÇIKYÜREK;D_ACIKYVREK@sqlegitimbtk.com;K;18.11.1978;27.11.2017 01:52;(532)9925070;47
8478;I_COKMEZ;leonidass971;İbrahim ÇÖKMEZ;I_COKMEZ@sqlegitimbtk.com;E;12.09.1986;28.11.2017 01:52;(536)7182667;39
8479;M_AZIZ;yubormoqda;Murat AZİZ;M_AZIZ@sqlegitimbtk.com;E;11.11.1948;29.11.2017 01:52;(554)5087928;77
8480;S_OZMAZI;penf00k;Sıraç ÖZMAZI;S_OZMAZI@sqlegitimbtk.com;E;24.12.1964;30.11.2017 01:52;(532)6302623;61
8481;N_AKALI;maka_rulez;Naz AKALİ;N_AKALI@sqlegitimbtk.com;K;17.01.1980;1.12.2017 01:52;(543)6606050;45
8482;K_KOCALIOGLU;briandavis1980;Kerem KOÇALİOĞLU;K_KOCALIOGLU@sqlegitimbtk.com;E;23.10.1973;2.12.2017 01:52;(533)5272749;52
8483;S_KAYMAN;mcuzaa;Sebahat KAYMAN;S_KAYMAN@sqlegitimbtk.com;K;20.01.1978;3.12.2017 01:52;(544)6184966;47
8484;T_OZGUREL;3butterfly206;Turgay OZGUREL;T_OZGUREL@sqlegitimbtk.com;E;6.09.1997;4.12.2017 01:52;(505)8842658;28
8485;O_ELALDI;xlt3658998;Ozan ELALDI;O_ELALDI@sqlegitimbtk.com;E;15.07.1987;5.12.2017 01:52;(505)3534825;38
8486;A_KOKENEK;ontherizeactors;Arin KÖKENEK;A_KOKENEK@sqlegitimbtk.com;K;20.10.1950;6.12.2017 01:52;(535)2567435;75
8487;M_OZNANECI;timbrownatl;Memet ÖZNANECİ;M_OZNANECI@sqlegitimbtk.com;E;18.03.1951;7.12.2017 01:52;(554)1044276;74
8488;D_KVRKOGLU;hot_jamie;Dudu KÜRKOĞLU;D_KVRKOGLU@sqlegitimbtk.com;K;4.06.1968;8.12.2017 01:52;(534)8763222;57
8489;S_GORGEN;7748148;Sultan GÖRGEN;S_GORGEN@sqlegitimbtk.com;K;18.09.1980;9.12.2017 01:52;(555)5448790;45
8490;E_FICICI;cialindquis;Ekin FIÇICI;E_FICICI@sqlegitimbtk.com;K;26.03.1952;10.12.2017 01:52;(542)8159713;73
8491;E_DELICAN;abdulrhmansala;Eslem DELİCAN;E_DELICAN@sqlegitimbtk.com;K;24.07.1941;11.12.2017 01:52;(544)9125070;84
8492;M_ALTINDAL;gostycyna;Musa ALTINDAL;M_ALTINDAL@sqlegitimbtk.com;E;4.07.1941;11.12.2017 01:52;(543)5363714;84
8493;O_FARUK;naveed soroya;Ömer Faruk MASUMGÜNEŞ;O_FARUK@sqlegitimbtk.com;E;31.07.1955;12.12.2017 01:52;(544)7307051;70
8494;A_BATILI;berliere678;Ali BATILI;A_BATILI@sqlegitimbtk.com;E;10.09.1978;13.12.2017 01:52;(538)3931190;47
8495;E_KORCAK;r1n$av;Emine KORÇAK;E_KORCAK@sqlegitimbtk.com;K;16.03.1975;14.12.2017 01:52;(544)7967773;50
8496;E_YAKUPOGLU;mz_heart_breaker;Erdem YAKUPOGLU;E_YAKUPOGLU@sqlegitimbtk.com;E;18.01.1980;15.12.2017 01:52;(538)4615756;45
8497;F_AYBAY;pezfc1995;Ferhat AYBAY;F_AYBAY@sqlegitimbtk.com;E;22.04.1974;16.12.2017 01:52;(537)7405240;51
8498;O_ARMUTLU;f848705;Ozan ARMUTLU;O_ARMUTLU@sqlegitimbtk.com;E;19.03.1980;17.12.2017 01:52;(542)3992822;45
8499;D_EGITMEN;3e04e635;Döndü EĞİTMEN;D_EGITMEN@sqlegitimbtk.com;K;27.01.1946;18.12.2017 01:52;(542)7179188;79
8500;R_GVLDEMIR;nigganeedme;Raziye GÜLDEMİR;R_GVLDEMIR@sqlegitimbtk.com;K;26.05.1953;19.12.2017 01:52;(532)9024366;72
8501;E_CABUK;mimosas1795;Esra ÇABUK;E_CABUK@sqlegitimbtk.com;K;15.10.1958;20.12.2017 01:52;(537)8335449;67
8502;K_GVLSUYU;ml9581;Kerem GÜLSUYU;K_GVLSUYU@sqlegitimbtk.com;E;3.08.1943;21.12.2017 01:52;(534)4031559;82
8503;G_KOKBORU;nccaprofile;Gizem KOKBORU;G_KOKBORU@sqlegitimbtk.com;K;26.04.1988;22.12.2017 01:52;(536)7258057;37
8504;D_KOCACAL;unen14rged;Durmuş KOCAÇAL;D_KOCACAL@sqlegitimbtk.com;E;14.05.1962;23.12.2017 01:52;(532)9667897;63
8505;K_DAGASLAN;pshsgraph;Kevser DAĞASLAN;K_DAGASLAN@sqlegitimbtk.com;K;9.12.1961;24.12.2017 01:52;(535)1072360;64
8506;A_DEMIRLENK;softballachick93;Ayhan DEMİRLENK;A_DEMIRLENK@sqlegitimbtk.com;E;3.03.1973;25.12.2017 01:52;(544)6304348;52
8507;E_YABAN;4477ah;Erdoğan YABAN;E_YABAN@sqlegitimbtk.com;E;18.02.1986;26.12.2017 01:52;(532)9327592;39
