ID;USERID;ADDRESSTEXT;COUNTRY;CITY;TOWN
19332;7910;BAYRAMBEY MAH.2 NOLU PAZAR GEÇİDİ SOKAK NO:665 89980 İPSALA/EDİRNE;TÜRKİYE;EDİRNE;İPSALA
19333;7910;KADIOĞLU MAH.93/1 SOKAK NO:265 116320 YAHŞİHAN/KIRIKKALE;TÜRKİYE;KIRIKKALE;YAHŞİHAN
19334;7910;KIZILPINAR-AKŞEMSETTİN MAH.ÜLKÜ SOKAK NO:669 126595 ÇERKEZKÖY/TEKİRDAĞ;TÜRKİYE;TEKİRDAĞ;ÇERKEZKÖY
19335;7911;BAĞLARBAŞI MAH.1.ÖMEROĞLU SOKAK NO:558 85994 OSMANGAZİ/BURSA;TÜRKİYE;BURSA;OSMANGAZİ
19336;7911;SAZOVA MAH.KIRANLAR SOKAK NO:95 119219 TEPEBAŞI/ESKİŞEHİR;TÜRKİYE;ESKİŞEHİR;TEPEBAŞI
19337;7911;ŞÜKRANİYE KÖYÜ MAH.GÖL SK SOKAK NO:781 86615 KESTEL/BURSA;TÜRKİYE;BURSA;KESTEL
19338;7912;ÇAMLIK MAH.509. SOKAK NO:547 83151 DİDİM/AYDIN;TÜRKİYE;AYDIN;DİDİM
19339;7913;ÇAMLICA MAH.SAĞLIKLI SOKAK NO:397 119228 TEPEBAŞI/ESKİŞEHİR;TÜRKİYE;ESKİŞEHİR;TEPEBAŞI
19340;7913;KARŞIYAKA MAH.AYÇA SOKAK NO:479 111108 TOKAT MERKEZ/TOKAT;TÜRKİYE;TOKAT;TOKAT MERKEZ
19341;7914;SELİMPAŞA MERKEZ MAH.3075. SOKAK NO:266 96405 SİLİVRİ/İSTANBUL;TÜRKİYE;İSTANBUL;SİLİVRİ
19342;7914;MEHMET AKİF ERSOY MAH.129. SOKAK NO:469 118905 SARIÇAM/ADANA;TÜRKİYE;ADANA;SARIÇAM
19343;7914;CUMHURİYET MAH.5. SOKAK NO:327 116732 SİLOPİ/ŞIRNAK;TÜRKİYE;ŞIRNAK;SİLOPİ
19344;7914;FEVZİÇAKMAK MAH.YAYIK SOKAK NO:264 119492 DARICA/KOCAELİ;TÜRKİYE;KOCAELİ;DARICA
19345;7915;GÜZELDERE MAH.1025.. SOKAK NO:496 119812 İLKADIM/SAMSUN;TÜRKİYE;SAMSUN;İLKADIM
19346;7915;KAVLAKLI MİMAR SİNAN MAH.KAHRAMANMARAŞ CADDESİ SOKAK NO:174 126387 KAHRAMANMARAŞ MERKEZ/KAHRAMANMARAŞ;TÜRKİYE;KAHRAMANMARAŞ;KAHRAMANMARAŞ MERKEZ
19347;7915;TAVŞANTEPE MAH.TAVŞANTEPE 105 SOKAK NO:256 78554 KOZAN/ADANA;TÜRKİYE;ADANA;KOZAN
19348;7916;YENİŞEHİR MAH.İMAR İSKAN 69.BLK. SOKAK NO:777 119278 ATAŞEHİR/İSTANBUL;TÜRKİYE;İSTANBUL;ATAŞEHİR
19349;7916;BAYINDIRLIK MAH.SARABAT CADDESİ SOKAK NO:484 103010 MANİSA MERKEZ/MANİSA;TÜRKİYE;MANİSA;MANİSA MERKEZ
19350;7916;ATATÜRK MAH.871. SOKAK NO:543 104746 KIZILTEPE/MARDİN;TÜRKİYE;MARDİN;KIZILTEPE
19351;7917;ORMANLI KÖYÜ MAH.MERKEZ MEVKİ SOKAK NO:298 82733 ARTVİN MERKEZ/ARTVİN;TÜRKİYE;ARTVİN;ARTVİN MERKEZ
19352;7917;KÖKEZ MAH.19 MAYIS CADDESİ SOKAK NO:804 82666 SERİK/ANTALYA;TÜRKİYE;ANTALYA;SERİK
19353;7917;MİMAR SİNAN MAH.542/1. SOKAK NO:378 119507 DİLOVASI/KOCAELİ;TÜRKİYE;KOCAELİ;DİLOVASI
19354;7918;BAHÇELİEVLER MAH.Ş.ŞABANÖZER CADDESİ SOKAK NO:334 109109 VEZİRKÖPRÜ/SAMSUN;TÜRKİYE;SAMSUN;VEZİRKÖPRÜ
19355;7919;BUCAK MAH.388. SOKAK NO:887 106330 ORDU MERKEZ/ORDU;TÜRKİYE;ORDU;ORDU MERKEZ
19356;7920;KEÇİKALESİ-ERENLER MAH.ABBAS KÜME EVLERİ SOKAK NO:551 106183 ALTUNHİSAR/NİĞDE;TÜRKİYE;NİĞDE;ALTUNHİSAR
19357;7920;GAZİ OSMAN PAŞA MAH.5421. SOKAK NO:258 96471 BORNOVA/İZMİR;TÜRKİYE;İZMİR;BORNOVA
19358;7921;SÜLEYMAN DEMİREL MAH.1055. SOKAK NO:448 97252 ÖDEMİŞ/İZMİR;TÜRKİYE;İZMİR;ÖDEMİŞ
19359;7921;BAŞKÖY MAH.KÖYÜN KENDİSİ SOKAK NO:77 86752 ORHANELİ/BURSA;TÜRKİYE;BURSA;ORHANELİ
19360;7921;ADATEPE MAH.AŞAĞI ÇAY SOKAK NO:853 80625 GÜMÜŞHACIKÖY/AMASYA;TÜRKİYE;AMASYA;GÜMÜŞHACIKÖY
19361;7922;ATAKENT MAH.2038/3 SOKAK NO:85 96613 KARŞIYAKA/İZMİR;TÜRKİYE;İZMİR;KARŞIYAKA
19362;7922;ÜVEZDERE KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:857 74323 ÇAN/ÇANAKKALE;TÜRKİYE;ÇANAKKALE;ÇAN
19363;7923;İSMETPAŞA MAH.82. SOKAK NO:217 119369 SULTANGAZİ/İSTANBUL;TÜRKİYE;İSTANBUL;SULTANGAZİ
19364;7923;GÜZELYURT MAH.7090. SOKAK NO:874 119767 ATAKUM/SAMSUN;TÜRKİYE;SAMSUN;ATAKUM
19365;7923;İSKELE MAH.1705. SOKAK NO:473 95112 ANAMUR/MERSİN;TÜRKİYE;MERSİN;ANAMUR
19366;7924;BENGİLER MAH.6314. SOKAK NO:744 97304 SEFERİHİSAR/İZMİR;TÜRKİYE;İZMİR;SEFERİHİSAR
19367;7924;ÇAMKÖY-TÜRBE MAH.DAĞLILAR SOKAK NO:491 105264 FETHİYE/MUĞLA;TÜRKİYE;MUĞLA;FETHİYE
19368;7924;ŞİFNE MAH.6455. SOKAK NO:584 96955 ÇEŞME/İZMİR;TÜRKİYE;İZMİR;ÇEŞME
19369;7924;GEYİKLİ-GÜLTEPE MAH.LÜGÜTLÜ KÜME EVLERİ SOKAK NO:402 112499 ŞALPAZARI/TRABZON;TÜRKİYE;TRABZON;ŞALPAZARI
19370;7925;KURT MAH.UZUN ÇARŞI SOKAK NO:671 96804 BAYINDIR/İZMİR;TÜRKİYE;İZMİR;BAYINDIR
19371;7925;CAMİİ MAH.FATİH CADDESİ SOKAK NO:692 85805 KARAMANLI/BURDUR;TÜRKİYE;BURDUR;KARAMANLI
19372;7925;FIRAT MAH.288/10 SOKAK NO:722 96518 BUCA/İZMİR;TÜRKİYE;İZMİR;BUCA
19373;7925;A. PAZARCI MAH.1039. SOKAK NO:83 82570 MANAVGAT/ANTALYA;TÜRKİYE;ANTALYA;MANAVGAT
19374;7926;GÜMÜLDÜR ATATÜRK MAH.6393. SOKAK NO:482 125483 MENDERES/İZMİR;TÜRKİYE;İZMİR;MENDERES
19375;7926;GÜZELCE MAH.KETENKUŞU SOKAK NO:284 96341 BÜYÜKÇEKMECE/İSTANBUL;TÜRKİYE;İSTANBUL;BÜYÜKÇEKMECE
19376;7926;KARAYILAN-KARAYILAN MAH.117. SOKAK NO:729 94359 İSKENDERUN/HATAY;TÜRKİYE;HATAY;İSKENDERUN
19377;7926;TURGUTREİS-BAHÇELİEVLER MAH.TAŞ AVLU CADDESİ SOKAK NO:464 122117 BODRUM/MUĞLA;TÜRKİYE;MUĞLA;BODRUM
19378;7927;TOPTAŞ MAH.CAMİÖNÜ SOKAK NO:357 102653 BATTALGAZİ/MALATYA;TÜRKİYE;MALATYA;BATTALGAZİ
19379;7927;YENİDOĞAN MAH.BÜKLÜM SOKAK NO:298 80744 SULUOVA/AMASYA;TÜRKİYE;AMASYA;SULUOVA
19380;7927;ÇAT MAH.BOLU SOKAK NO:128 78876 BESNİ/ADIYAMAN;TÜRKİYE;ADIYAMAN;BESNİ
19381;7928;YENİ MAH.ULU CAMİİ CADDESİ SOKAK NO:604 110613 ŞARKIŞLA/SİVAS;TÜRKİYE;SİVAS;ŞARKIŞLA
19382;7928;ÖZKONAK-ORTA MAH.DERE KÜME EVLERİ SOKAK NO:215 124223 AVANOS/NEVŞEHİR;TÜRKİYE;NEVŞEHİR;AVANOS
19383;7928;BEYAZIT MAH.AKARDURMAZ SOKAK NO:698 86110 YILDIRIM/BURSA;TÜRKİYE;BURSA;YILDIRIM
19384;7928;PELİTKÖY-HÜRRİYET MAH.AYHAN RECEP ACAR CAD. 6.SOK. 1.ARALIK SOKAK NO:401 83820 BURHANİYE/BALIKESİR;TÜRKİYE;BALIKESİR;BURHANİYE
19385;7929;ALTIAYAK MAH.8496. SOKAK NO:236 118715 KEPEZ/ANTALYA;TÜRKİYE;ANTALYA;KEPEZ
19386;7929;PELİTKÖY-HÜRRİYET MAH.İÇMELER CAD. 2. SOKAK NO:222 83820 BURHANİYE/BALIKESİR;TÜRKİYE;BALIKESİR;BURHANİYE
19387;7929;ERGENLİ KÖYÜ MAH.ÇAY SOKAK NO:406 96824 BAYINDIR/İZMİR;TÜRKİYE;İZMİR;BAYINDIR
19388;7930;HALIDERE YALI MAH.2138.. SOKAK NO:665 100213 GÖLCÜK/KOCAELİ;TÜRKİYE;KOCAELİ;GÖLCÜK
19389;7931;EFE-EFE SULTAN MAH.SAĞLIK SOKAK NO:655 79965 ŞUHUT/AFYONKARAHİSAR;TÜRKİYE;AFYONKARAHİSAR;ŞUHUT
19390;7931;İSTİKLAL MAH.62-14. SOKAK NO:700 109945 SİVAS MERKEZ/SİVAS;TÜRKİYE;SİVAS;SİVAS MERKEZ
19391;7931;CUMHURİYET MAH.NURİ KARAA CADDESİ SOKAK NO:725 101630 KÜTAHYA MERKEZ/KÜTAHYA;TÜRKİYE;KÜTAHYA;KÜTAHYA MERKEZ
19392;7931;KİMESKİ MAH.3012. SOKAK NO:325 116038 KIRIKKALE MERKEZ/KIRIKKALE;TÜRKİYE;KIRIKKALE;KIRIKKALE MERKEZ
19393;7932;UZUNÇİFTLİK HÜRRİYET MAH.TİMUR SOKAK NO:785 119607 KARTEPE/KOCAELİ;TÜRKİYE;KOCAELİ;KARTEPE
19394;7932;CUMHURİYET MAH.GERGEF SOKAK NO:295 90149 ELAZIĞ MERKEZ/ELAZIĞ;TÜRKİYE;ELAZIĞ;ELAZIĞ MERKEZ
19395;7932;PINARBAŞI MAH.2206. SOKAK NO:112 116360 BATMAN MERKEZ/BATMAN;TÜRKİYE;BATMAN;BATMAN MERKEZ
19396;7932;AKSOY MAH.1752. SOKAK NO:759 96611 KARŞIYAKA/İZMİR;TÜRKİYE;İZMİR;KARŞIYAKA
19397;7933;SÜPHAN MAH.27100 YAYLA SOKAK NO:589 113865 VAN MERKEZ/VAN;TÜRKİYE;VAN;VAN MERKEZ
19398;7933;YENİŞAFAK MAH.1111. SOKAK NO:805 88631 DENİZLİ MERKEZ/DENİZLİ;TÜRKİYE;DENİZLİ;DENİZLİ MERKEZ
19399;7933;ALACAATLI MAH.3250. CADDESİ SOKAK NO:733 81250 YENİMAHALLE/ANKARA;TÜRKİYE;ANKARA;YENİMAHALLE
19400;7933;ADABÜK MAH.SÖĞÜT SOKAK NO:359 93222 ESPİYE/GİRESUN;TÜRKİYE;GİRESUN;ESPİYE
19401;7934;KAZIMDİRİK MAH.220/1 SOKAK NO:196 96475 BORNOVA/İZMİR;TÜRKİYE;İZMİR;BORNOVA
19402;7934;ESETÇE-CUMHURİYET MAH.ÖZCAN SOKAK NO:162 89987 İPSALA/EDİRNE;TÜRKİYE;EDİRNE;İPSALA
19403;7935;ABDULLAH PAŞA MAH.ÇEŞME SOKAK NO:402 90714 İLİÇ/ERZİNCAN;TÜRKİYE;ERZİNCAN;İLİÇ
19404;7935;İSMET PAŞA MAH.YILMAZ SOKAK NO:789 95700 BAYRAMPAŞA/İSTANBUL;TÜRKİYE;İSTANBUL;BAYRAMPAŞA
19405;7936;KAZIMDİRİK MAH.150. SOKAK NO:234 96475 BORNOVA/İZMİR;TÜRKİYE;İZMİR;BORNOVA
19406;7937;HASANCAN KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:404 97679 DİGOR/KARS;TÜRKİYE;KARS;DİGOR
19407;7937;SOYSALLI KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:358 99200 DEVELİ/KAYSERİ;TÜRKİYE;KAYSERİ;DEVELİ
19408;7937;FIRUZKOY MAH.GUNEY SOKAK NO:308 95635 AVCILAR/İSTANBUL;TÜRKİYE;İSTANBUL;AVCILAR
19409;7937;KANUNİ SULTAN SÜLEYMAN MAH.3509. SOKAK NO:36 81775 KAZAN/ANKARA;TÜRKİYE;ANKARA;KAZAN
19410;7938;HALİLİYE MAH.HALİLİYE 36. SOKAK NO:560 113327 SİVEREK/ŞANLIURFA;TÜRKİYE;ŞANLIURFA;SİVEREK
19411;7939;HASHAS MAH.6613. SOKAK NO:191 115359 AKSARAY MERKEZ/AKSARAY;TÜRKİYE;AKSARAY;AKSARAY MERKEZ
19412;7939;ÖRENCİK-ALİPAŞA MAH.TAVŞANLI CADDESİ SOKAK NO:633 124192 EMET/KÜTAHYA;TÜRKİYE;KÜTAHYA;EMET
19413;7939;ZEYTİNLİK MAH.ORHAN GAZİ SOKAK NO:278 119844 İLKADIM/SAMSUN;TÜRKİYE;SAMSUN;İLKADIM
19414;7940;MUTLU MAH.2959. SOKAK NO:744 78197 YÜREĞİR/ADANA;TÜRKİYE;ADANA;YÜREĞİR
19415;7940;BEYKÖY MAH.ÇARKBAŞI SOKAK NO:684 96913 BEYDAĞ/İZMİR;TÜRKİYE;İZMİR;BEYDAĞ
19416;7940;AŞAĞIIŞIKLI KÖYÜ MAH.AĞRI PATNOS YOLU ÜSTÜ KÜME EVLERİ SOKAK NO:52 114093 ERCİŞ/VAN;TÜRKİYE;VAN;ERCİŞ
19417;7941;MEHMET AKİF MAH.ZAFER CADDESİ SOKAK NO:763 85706 BUCAK/BURDUR;TÜRKİYE;BURDUR;BUCAK
19418;7941;FENERBAHÇE MAH.KIZILTUĞ SOKAK NO:774 96006 KADIKÖY/İSTANBUL;TÜRKİYE;İSTANBUL;KADIKÖY
19419;7941;MERKEZ MAH.ALİ BABA SOKAK NO:533 106740 İKİZCE/ORDU;TÜRKİYE;ORDU;İKİZCE
19420;7942;CEDİT MAH.TAŞMAĞAZALAR CADDESİ SOKAK NO:845 119073 YAKUTİYE/ERZURUM;TÜRKİYE;ERZURUM;YAKUTİYE
19421;7942;ÇINARLI MAH.NECDET ÖZDEMİR SOKAK NO:192 100387 DERİNCE/KOCAELİ;TÜRKİYE;KOCAELİ;DERİNCE
19422;7942;KARAŞAR KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:408 87429 ÇERKEŞ/ÇANKIRI;TÜRKİYE;ÇANKIRI;ÇERKEŞ
19423;7943;SANCAK MAH.SOYDEMİR SOKAK NO:459 100670 SELÇUKLU/KONYA;TÜRKİYE;KONYA;SELÇUKLU
19424;7943;ESENTEPE MAH.AKATLAR SOKAK NO:831 95827 EYÜP/İSTANBUL;TÜRKİYE;İSTANBUL;EYÜP
19425;7943;FATİH MAH.DAĞDİBİ SOKAK NO:163 111676 TURHAL/TOKAT;TÜRKİYE;TOKAT;TURHAL
19426;7943;İSLAMBEY MAH.GÜVENLİ SOKAK NO:616 119263 ARNAVUTKÖY/İSTANBUL;TÜRKİYE;İSTANBUL;ARNAVUTKÖY
19427;7944;YENİGÜN MAH.265/26 SOKAK NO:808 96536 BUCA/İZMİR;TÜRKİYE;İZMİR;BUCA
19428;7944;ÜÇKONAK KÖYÜ MAH.YİVİL MEVKİ SOKAK NO:314 82380 GAZİPAŞA/ANTALYA;TÜRKİYE;ANTALYA;GAZİPAŞA
19429;7945;CUMA MAH.TURNA SOKAK NO:748 103804 SOMA/MANİSA;TÜRKİYE;MANİSA;SOMA
19430;7945;TOPÇAM MAH.AKŞEMSETTİN 14 SOKAK NO:259 111120 TOKAT MERKEZ/TOKAT;TÜRKİYE;TOKAT;TOKAT MERKEZ
19431;7946;ÖRENKAYA-NUR MAH.KAPLICA CADDESİ SOKAK NO:412 79791 SANDIKLI/AFYONKARAHİSAR;TÜRKİYE;AFYONKARAHİSAR;SANDIKLI
19432;7946;SÜZBEYLİ MAH.5009. SOKAK NO:302 97217 MENEMEN/İZMİR;TÜRKİYE;İZMİR;MENEMEN
19433;7946;YAVUZ SELİM MAH.YILDIRIM BEYAZIT CADDESİ SOKAK NO:842 100189 GEBZE/KOCAELİ;TÜRKİYE;KOCAELİ;GEBZE
19434;7947;TURGUTREİS-KARABAĞ MAH.2073. SOKAK NO:538 122118 BODRUM/MUĞLA;TÜRKİYE;MUĞLA;BODRUM
19435;7948;VAROŞ MAH.GÜNEY SOKAK NO:812 89961 HAVSA/EDİRNE;TÜRKİYE;EDİRNE;HAVSA
19436;7948;YEŞİLKENT MAH.İSTASYON CADDESİ SOKAK NO:891 105048 NUSAYBİN/MARDİN;TÜRKİYE;MARDİN;NUSAYBİN
19437;7948;İSMİL-CAMİKEBİR MAH.267. CADDESİ SOKAK NO:464 122558 KARATAY/KONYA;TÜRKİYE;KONYA;KARATAY
19438;7948;IŞIKLAR MAH.6044. SOKAK NO:117 96473 BORNOVA/İZMİR;TÜRKİYE;İZMİR;BORNOVA
19439;7949;KURTULUŞ MAH.265. SOKAK NO:757 103606 SALİHLİ/MANİSA;TÜRKİYE;MANİSA;SALİHLİ
19440;7949;FATİH MAH.BAŞARAN SOKAK NO:646 96421 SULTANBEYLİ/İSTANBUL;TÜRKİYE;İSTANBUL;SULTANBEYLİ
19441;7949;SAKİNTEPE MAH.HAYAT SOKAK NO:71 119217 TEPEBAŞI/ESKİŞEHİR;TÜRKİYE;ESKİŞEHİR;TEPEBAŞI
19442;7950;GÜNEBAKAN KÖYÜ MAH.GÜNEBAKAN MEZRASI SOKAK NO:279 90634 ERZİNCAN MERKEZ/ERZİNCAN;TÜRKİYE;ERZİNCAN;ERZİNCAN MERKEZ
19443;7950;ÜÇEVLER MAH.ESENTEPE SOKAK NO:436 81617 ELMADAĞ/ANKARA;TÜRKİYE;ANKARA;ELMADAĞ
19444;7951;GÜZELTEPE MAH.DESTEGÜL SOKAK NO:696 95830 EYÜP/İSTANBUL;TÜRKİYE;İSTANBUL;EYÜP
19445;7951;DURUCAK KÖYÜ MAH.ALİ BEY MEZRASI SOKAK NO:355 72723 BEŞİRİ/BATMAN;TÜRKİYE;BATMAN;BEŞİRİ
19446;7951;BEYLİKBAĞI MAH.322. SOKAK NO:858 100172 GEBZE/KOCAELİ;TÜRKİYE;KOCAELİ;GEBZE
19447;7951;BÜYÜKTAŞ MAH.KADI SOKAK NO:767 88074 İSKİLİP/ÇORUM;TÜRKİYE;ÇORUM;İSKİLİP
19448;7952;ATATÜRK MAH.TÜTÜN SOKAK NO:222 115521 GÜLAĞAÇ/AKSARAY;TÜRKİYE;AKSARAY;GÜLAĞAÇ
19449;7952;CUMHURİYET MAH.96. SOKAK NO:828 83791 BURHANİYE/BALIKESİR;TÜRKİYE;BALIKESİR;BURHANİYE
19450;7953;MEHMET AKİF ERSOY MAH.YURT SOKAK NO:668 79938 ŞUHUT/AFYONKARAHİSAR;TÜRKİYE;AFYONKARAHİSAR;ŞUHUT
19451;7953;DEDEBAŞI MAH.6124. SOKAK NO:525 96619 KARŞIYAKA/İZMİR;TÜRKİYE;İZMİR;KARŞIYAKA
19452;7954;ALTINOLUK MAH.1080.. SOKAK NO:685 99007 MELİKGAZİ/KAYSERİ;TÜRKİYE;KAYSERİ;MELİKGAZİ
19453;7954;ARSLANPAŞA MAH.ASLANPAŞA 136 SOKAK NO:543 78547 KOZAN/ADANA;TÜRKİYE;ADANA;KOZAN
19454;7954;BARIŞ MAH.PAPATYA SOKAK NO:731 119292 BEYLİKDÜZÜ/İSTANBUL;TÜRKİYE;İSTANBUL;BEYLİKDÜZÜ
19455;7954;EMEK MAH.198. SOKAK NO:421 114362 AKDAĞMADENİ/YOZGAT;TÜRKİYE;YOZGAT;AKDAĞMADENİ
19456;7955;ATATÜRK MAH.1571. SOKAK NO:416 97401 TORBALI/İZMİR;TÜRKİYE;İZMİR;TORBALI
19457;7956;AYAŞ-KUMKUYU MAH.OFİS SOKAK NO:398 95266 ERDEMLİ/MERSİN;TÜRKİYE;MERSİN;ERDEMLİ
19458;7956;BOĞAZİÇİ-KERKÜT MAH.11 NOLU SOKAK NO:742 92617 İSLAHİYE/GAZİANTEP;TÜRKİYE;GAZİANTEP;İSLAHİYE
19459;7956;SART-ATATÜRK MAH.129 NOLU SOKAK NO:437 103644 SALİHLİ/MANİSA;TÜRKİYE;MANİSA;SALİHLİ
19460;7957;KARANLIKDERE-CUMHURİYET MAH.YEŞİLYURT BULVARI SOKAK NO:164 106222 BOR/NİĞDE;TÜRKİYE;NİĞDE;BOR
19461;7957;ARAPLAR MAH.1339/2 SOKAK NO:738 81129 MAMAK/ANKARA;TÜRKİYE;ANKARA;MAMAK
19462;7957;BAĞLAR MAH.2727. SOKAK NO:328 94563 ISPARTA MERKEZ/ISPARTA;TÜRKİYE;ISPARTA;ISPARTA MERKEZ
19463;7957;DAĞÇEŞME MAH.KELEBEK SOKAK NO:325 102236 TAVŞANLI/KÜTAHYA;TÜRKİYE;KÜTAHYA;TAVŞANLI
19464;7958;TÖMÜK-CUMHURİYET MAH.YAYLA CADDESİ SOKAK NO:133 74137 ERDEMLİ/MERSİN;TÜRKİYE;MERSİN;ERDEMLİ
19465;7959;KULULU-GÜZELHİSAR MAH.AKIN CADDESİ SOKAK NO:535 99098 AKKIŞLA/KAYSERİ;TÜRKİYE;KAYSERİ;AKKIŞLA
19466;7959;SAMANLIKKÖY MAH.5. SOKAK NO:831 96978 DİKİLİ/İZMİR;TÜRKİYE;İZMİR;DİKİLİ
19467;7960;KÖRFEZ MAH.SÜREYYA SOKAK NO:866 119544 İZMİT/KOCAELİ;TÜRKİYE;KOCAELİ;İZMİT
19468;7961;MEVLANA MAH.YATIR SOKAK NO:199 86136 YILDIRIM/BURSA;TÜRKİYE;BURSA;YILDIRIM
19469;7962;DIMIŞKILI MAH.18002 NOLU SOKAK NO:688 92414 ŞEHİTKAMİL/GAZİANTEP;TÜRKİYE;GAZİANTEP;ŞEHİTKAMİL
19470;7962;YENİ MAH.5051. SOKAK NO:304 107776 AKYAZI/SAKARYA;TÜRKİYE;SAKARYA;AKYAZI
19471;7962;HİSAR MAH.ÇAM SOKAK NO:817 79746 SANDIKLI/AFYONKARAHİSAR;TÜRKİYE;AFYONKARAHİSAR;SANDIKLI
19472;7963;SART-SÜMER MAH.26 NOLU SOKAK NO:747 103648 SALİHLİ/MANİSA;TÜRKİYE;MANİSA;SALİHLİ
19473;7963;TOPTEPE MAH.YUSUF AĞA SOKAK NO:579 119791 CANİK/SAMSUN;TÜRKİYE;SAMSUN;CANİK
19474;7963;PROF. DR. AHMET TANER KIŞLALI MAH.2851. SOKAK NO:1 81289 YENİMAHALLE/ANKARA;TÜRKİYE;ANKARA;YENİMAHALLE
19475;7964;GAZİ SÜLEYMAN PAŞA MAH.ARMAĞAN SOKAK NO:813 87185 GELİBOLU/ÇANAKKALE;TÜRKİYE;ÇANAKKALE;GELİBOLU
19476;7966;CUMHURİYET MAH.HASTANE CADDESİ SOKAK NO:359 104538 TÜRKOĞLU/KAHRAMANMARAŞ;TÜRKİYE;KAHRAMANMARAŞ;TÜRKOĞLU
19477;7966;YAĞCILAR KÖYÜ MAH.NİLÜFER SOKAK NO:366 97487 URLA/İZMİR;TÜRKİYE;İZMİR;URLA
19478;7966;ÇEŞME MAH.SEDEF SOKAK NO:473 85785 GÖLHİSAR/BURDUR;TÜRKİYE;BURDUR;GÖLHİSAR
19479;7967;AKYOL MAH.AKYOL CADDESİ SOKAK NO:441 92249 ŞAHİNBEY/GAZİANTEP;TÜRKİYE;GAZİANTEP;ŞAHİNBEY
19480;7967;BAŞIBÜYÜK MAH.FİKİR ÇIKMAZI SOKAK NO:824 96085 MALTEPE/İSTANBUL;TÜRKİYE;İSTANBUL;MALTEPE
19481;7967;KARAKAPI-CUMHURİYET MAH.TUTKU SOKAK NO:699 106179 ALTUNHİSAR/NİĞDE;TÜRKİYE;NİĞDE;ALTUNHİSAR
19482;7967;KARŞIYAKA-LİMAN MAH.144. SOKAK NO:538 83953 ERDEK/BALIKESİR;TÜRKİYE;BALIKESİR;ERDEK
19483;7968;ÇAMLIK MAH.1840. SOKAK NO:84 80873 ALTINDAĞ/ANKARA;TÜRKİYE;ANKARA;ALTINDAĞ
19484;7968;ATATÜRK MAH.102 NOLU SOKAK NO:458 99602 BABAESKİ/KIRKLARELİ;TÜRKİYE;KIRKLARELİ;BABAESKİ
19485;7968;KARŞIYAKA MAH.6421. SOKAK NO:698 118902 SARIÇAM/ADANA;TÜRKİYE;ADANA;SARIÇAM
19486;7968;YENİŞEHİR MAH.ŞEN SOKAK NO:601 119278 ATAŞEHİR/İSTANBUL;TÜRKİYE;İSTANBUL;ATAŞEHİR
19487;7969;SÖĞÜTLÜ-GÜNDOĞDU MAH.309. SOKAK NO:595 105011 MİDYAT/MARDİN;TÜRKİYE;MARDİN;MİDYAT
19488;7969;HÜRRİYET MAH.1066. SOKAK NO:777 88592 DENİZLİ MERKEZ/DENİZLİ;TÜRKİYE;DENİZLİ;DENİZLİ MERKEZ
19489;7970;TURGUTREİS-AKÇAALAN MAH.10. SOKAK NO:128 122116 BODRUM/MUĞLA;TÜRKİYE;MUĞLA;BODRUM
19490;7970;YAYA MAH.KANARYA SOKAK NO:510 83966 GÖMEÇ/BALIKESİR;TÜRKİYE;BALIKESİR;GÖMEÇ
19491;7970;ŞAFAK MAH.4281. SOKAK NO:250 118772 KEPEZ/ANTALYA;TÜRKİYE;ANTALYA;KEPEZ
19492;7972;AŞAĞI MAH.ŞEHİT SEZAİ GEÇKİN CADDESİ SOKAK NO:251 97054 KINIK/İZMİR;TÜRKİYE;İZMİR;KINIK
19493;7972;ÇOBANPINARI KÖYÜ MAH.KOCAYER MEVKİ SOKAK NO:709 77065 BUCAK/BURDUR;TÜRKİYE;BURDUR;BUCAK
19494;7973;YENİ MAH.317. SOKAK NO:816 114765 SORGUN/YOZGAT;TÜRKİYE;YOZGAT;SORGUN
19495;7973;HACISEYFETTİN MAH.4.AKGÜN SOKAK NO:708 86125 YILDIRIM/BURSA;TÜRKİYE;BURSA;YILDIRIM
19496;7973;YAYLICA-MERKEZ MAH.ATATÜRK CADDESİ SOKAK NO:22 76421 SAMANDAĞ/HATAY;TÜRKİYE;HATAY;SAMANDAĞ
19497;7974;BÜYÜKDERE MAH.AKZAMBAKLI SOKAK NO:57 119150 ODUNPAZARI/ESKİŞEHİR;TÜRKİYE;ESKİŞEHİR;ODUNPAZARI
19498;7975;YENİCEOBA-YENİCE MAH.CEYLAN SOKAK NO:784 122931 CİHANBEYLİ/KONYA;TÜRKİYE;KONYA;CİHANBEYLİ
19499;7975;ARIKÖREN-MERKEZ MAH.CUMHURİYET CADDESİ SOKAK NO:484 100968 ÇUMRA/KONYA;TÜRKİYE;KONYA;ÇUMRA
19500;7975;ACIDERE MAH.6706. SOKAK NO:146 118888 SARIÇAM/ADANA;TÜRKİYE;ADANA;SARIÇAM
19501;7976;ÇARKIPARE MAH.1235. SOKAK NO:741 118915 SARIÇAM/ADANA;TÜRKİYE;ADANA;SARIÇAM
